,customer_id,customer_age,gender_male,gender_female,total_purchase_last_3_months,purchase_month_1,purchase_month_2,purchase_month_3,purchase_week_1,purchase_week_2,purchase_week_3,purchase_week_4,category_books,category_clothing,category_electronics,category_home,most_common_payment_method_cash,most_common_payment_method_credit_card,most_common_payment_method_crypto,most_common_payment_method_paypal
185639,21460,64,1,0,1282,1282.0,0.0,0.0,1282.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0,1
185640,43374,36,0,1,3332,3332.0,0.0,0.0,3332.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0,1,0,0
185645,598,26,0,1,1931,1931.0,0.0,0.0,1931.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,1
185646,11429,42,1,0,1875,1875.0,0.0,0.0,1875.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1,0,0,0
185650,47012,52,0,1,3931,3931.0,0.0,0.0,3931.0,0.0,0.0,0.0,9.0,5.0,4.0,6.0,0,0,0,1
185658,8485,40,1,0,4270,448.0,3822.0,0.0,448.0,0.0,0.0,3822.0,9.0,6.0,5.0,4.0,0,1,0,0
185665,7964,64,0,1,1949,1949.0,0.0,0.0,1949.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,1,0,0
185667,41239,40,0,1,6907,4410.0,2497.0,0.0,4410.0,0.0,0.0,2497.0,0.0,6.0,10.0,6.0,1,0,0,0
185676,40203,42,1,0,4596,4596.0,0.0,0.0,4596.0,0.0,0.0,276.0,0.0,9.0,4.0,2.0,0,0,0,1
185681,6686,35,0,1,2974,2974.0,0.0,0.0,2974.0,0.0,0.0,549.0,4.0,4.0,3.0,0.0,0,0,0,1
185685,15838,53,1,0,4862,4862.0,0.0,0.0,4862.0,0.0,0.0,0.0,2.0,9.0,0.0,6.0,1,0,0,0
185691,27539,64,1,0,1041,1041.0,0.0,0.0,1041.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0,1,0,0
185695,45270,30,1,0,1304,1304.0,0.0,0.0,1304.0,0.0,0.0,0.0,14.0,1.0,4.0,5.0,0,0,0,1
185702,16658,61,0,1,1205,1205.0,0.0,0.0,1205.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,0,1,0,0
185705,2611,22,1,0,8232,5052.0,3180.0,0.0,5052.0,0.0,0.0,3180.0,8.0,8.0,0.0,0.0,0,0,0,1
185710,949,27,1,0,2102,2102.0,0.0,0.0,2102.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,0,0,0,1
185715,12191,23,1,0,866,866.0,0.0,0.0,866.0,0.0,0.0,0.0,9.0,10.0,5.0,0.0,0,0,0,1
185721,13042,51,1,0,1510,1510.0,0.0,0.0,1510.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0
185722,10260,64,0,1,1315,1315.0,0.0,0.0,1315.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,0,1,0,0
185728,19732,30,0,1,1770,1770.0,0.0,0.0,1770.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0,1,0,0
185736,17520,33,0,1,6387,3162.0,1121.0,2104.0,3162.0,0.0,0.0,3225.0,4.0,8.0,4.0,0.0,0,0,0,1
185740,32894,46,1,0,728,728.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0,1,0,0
185742,35948,52,1,0,5052,5052.0,0.0,0.0,5052.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1
185743,39419,38,0,1,1173,1173.0,0.0,0.0,1173.0,0.0,0.0,0.0,6.0,3.0,2.0,5.0,0,1,0,0
185749,29616,64,0,1,4276,4276.0,0.0,0.0,4276.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0,1,0,0
185752,42866,30,0,1,1141,1141.0,0.0,0.0,1141.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,0,0,0,1
185756,8296,23,0,1,7727,3733.0,1635.0,2359.0,3733.0,0.0,0.0,3994.0,9.0,8.0,4.0,0.0,1,0,0,0
185763,40052,48,0,1,1080,1080.0,0.0,0.0,1080.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0,0,0,1
185767,29634,69,1,0,5454,3692.0,0.0,1762.0,3692.0,0.0,0.0,1762.0,9.0,5.0,1.0,1.0,0,1,0,0
185773,694,40,1,0,4327,4327.0,0.0,0.0,4327.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0,1,0,0
185776,31277,64,0,1,1653,1653.0,0.0,0.0,1653.0,0.0,0.0,3589.0,2.0,5.0,4.0,3.0,0,1,0,0
185781,9660,38,0,1,1872,1872.0,0.0,0.0,1872.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1,0,0,0
185785,4652,47,0,1,3586,3586.0,0.0,0.0,3586.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0,1,0
185787,45754,22,0,1,6239,4539.0,892.0,808.0,4539.0,0.0,0.0,1700.0,3.0,9.0,4.0,4.0,0,1,0,0
185793,1538,46,0,1,5259,5259.0,0.0,0.0,3936.0,0.0,1323.0,0.0,11.0,0.0,0.0,1.0,0,1,0,0
185797,111,26,1,0,5014,5014.0,0.0,0.0,5014.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0,1,0,0
185802,33548,67,1,0,1733,1733.0,0.0,0.0,1733.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0,1,0,0
185806,38774,32,1,0,2901,1720.0,0.0,1181.0,1720.0,0.0,0.0,1181.0,1.0,6.0,0.0,2.0,0,0,0,1
185811,22934,70,0,1,1599,1599.0,0.0,0.0,1599.0,0.0,0.0,2078.0,9.0,4.0,5.0,9.0,0,0,0,1
185820,22504,18,1,0,5434,410.0,0.0,5024.0,410.0,0.0,0.0,5024.0,0.0,1.0,3.0,5.0,0,0,0,1
185824,6647,55,0,1,2033,2033.0,0.0,0.0,2033.0,0.0,0.0,3508.0,0.0,0.0,3.0,3.0,0,0,1,0
185826,26454,60,0,1,2681,2681.0,0.0,0.0,2681.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0,0,0,1
185831,5680,54,1,0,3724,3724.0,0.0,0.0,3357.0,0.0,0.0,367.0,9.0,5.0,4.0,4.0,0,1,0,0
185836,32126,30,0,1,3254,3254.0,0.0,0.0,3254.0,0.0,0.0,765.0,7.0,0.0,0.0,0.0,0,1,0,0
185838,2681,49,0,1,5758,865.0,0.0,4893.0,865.0,0.0,0.0,4893.0,1.0,0.0,4.0,4.0,0,0,0,1
185841,42915,52,1,0,7176,3211.0,3965.0,0.0,3211.0,0.0,0.0,3965.0,5.0,0.0,0.0,6.0,0,1,0,0
185844,24512,33,1,0,4049,4049.0,0.0,0.0,4049.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,1,0,0,0
185849,45967,54,1,0,799,799.0,0.0,0.0,799.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0,1
185852,11371,57,1,0,9985,5155.0,4830.0,0.0,5155.0,0.0,0.0,4830.0,9.0,4.0,1.0,9.0,1,0,0,0
185859,34412,36,0,1,2021,2021.0,0.0,0.0,2021.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,0,0,1,0
185864,5557,34,1,0,3652,3652.0,0.0,0.0,3652.0,0.0,0.0,0.0,10.0,13.0,4.0,3.0,0,0,0,1
185872,40706,28,1,0,9881,5019.0,0.0,4862.0,5019.0,0.0,0.0,4862.0,4.0,0.0,5.0,10.0,0,1,0,0
185877,31967,68,1,0,1014,1014.0,0.0,0.0,1014.0,0.0,0.0,0.0,1.0,1.0,2.0,19.0,0,1,0,0
185884,32833,70,0,1,5612,851.0,4761.0,0.0,851.0,0.0,0.0,4761.0,4.0,7.0,2.0,8.0,0,1,0,0
185890,35615,25,1,0,3257,3257.0,0.0,0.0,3257.0,0.0,0.0,0.0,10.0,0.0,3.0,5.0,1,0,0,0
185896,35835,65,0,1,3197,2186.0,1011.0,0.0,2186.0,0.0,0.0,3816.0,2.0,6.0,6.0,0.0,0,1,0,0
185901,17843,69,0,1,3127,3127.0,0.0,0.0,3127.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0,1,0,0
185905,37261,65,0,1,1926,1926.0,0.0,0.0,1926.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0,0,0,1
185910,7010,26,1,0,2287,2287.0,0.0,0.0,2287.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0,1,0,0
185914,4912,50,1,0,4028,1280.0,2748.0,0.0,1280.0,0.0,0.0,2748.0,7.0,0.0,1.0,0.0,0,1,0,0
185917,21157,50,1,0,3611,3611.0,0.0,0.0,3611.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,1,0,0,0
185923,21517,47,1,0,4668,4668.0,0.0,0.0,4668.0,0.0,0.0,0.0,3.0,5.0,2.0,6.0,0,1,0,0
185929,45480,61,1,0,4495,1490.0,3005.0,0.0,1490.0,0.0,0.0,3005.0,6.0,4.0,0.0,3.0,0,1,0,0
185935,1151,27,0,1,1719,1719.0,0.0,0.0,1719.0,0.0,0.0,0.0,4.0,4.0,0.0,15.0,1,0,0,0
185941,46642,67,0,1,1109,1109.0,0.0,0.0,1109.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0,0,0,1
185946,19834,43,1,0,4343,4343.0,0.0,0.0,4343.0,0.0,0.0,0.0,11.0,3.0,0.0,3.0,0,1,0,0
185952,20884,67,0,1,3755,3755.0,0.0,0.0,3755.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,1,0,0
185954,15966,70,1,0,4203,4203.0,0.0,0.0,4203.0,0.0,0.0,5306.0,8.0,0.0,0.0,14.0,1,0,0,0
185959,427,58,0,1,3942,3942.0,0.0,0.0,3942.0,0.0,0.0,0.0,12.0,0.0,1.0,13.0,0,1,0,0
185968,7373,19,0,1,2671,2671.0,0.0,0.0,2100.0,571.0,0.0,0.0,3.0,11.0,0.0,0.0,0,0,1,0
185973,21315,21,1,0,5088,5088.0,0.0,0.0,2636.0,0.0,0.0,2452.0,0.0,8.0,0.0,7.0,0,0,0,1
185977,42268,50,1,0,3742,3742.0,0.0,0.0,3742.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1,0,0,0
185980,2949,39,0,1,1513,1513.0,0.0,0.0,1513.0,0.0,0.0,0.0,1.0,0.0,10.0,6.0,0,1,0,0
185986,12258,19,1,0,1518,1518.0,0.0,0.0,1518.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1,0,0,0
185989,21632,41,1,0,2794,2794.0,0.0,0.0,2794.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0,1,0,0
185991,7562,53,1,0,1955,1955.0,0.0,0.0,1955.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0,1,0,0
185995,27128,61,0,1,696,696.0,0.0,0.0,696.0,0.0,0.0,0.0,1.0,10.0,7.0,0.0,0,0,0,1
186000,313,58,0,1,7500,4914.0,2586.0,0.0,4914.0,0.0,0.0,2586.0,0.0,10.0,2.0,0.0,0,1,0,0
186004,43032,19,0,1,1191,1191.0,0.0,0.0,1191.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,0,0,0,1
186008,23483,66,1,0,5697,2437.0,0.0,3260.0,2437.0,0.0,0.0,3260.0,13.0,4.0,0.0,9.0,0,1,0,0
186015,41348,64,1,0,2404,2404.0,0.0,0.0,2404.0,0.0,0.0,0.0,5.0,2.0,5.0,5.0,0,1,0,0
186019,34102,49,0,1,3194,3194.0,0.0,0.0,3194.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0,0,0,1
186025,35680,50,1,0,4174,4174.0,0.0,0.0,4174.0,0.0,0.0,0.0,3.0,4.0,8.0,1.0,0,1,0,0
186030,4126,48,0,1,3936,3936.0,0.0,0.0,3936.0,0.0,0.0,0.0,2.0,11.0,5.0,5.0,0,1,0,0
186038,3648,49,0,1,4650,4650.0,0.0,0.0,4650.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1,0,0,0
186040,1208,43,0,1,2433,2433.0,0.0,0.0,2433.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,1,0,0
186042,47871,20,0,1,2843,2843.0,0.0,0.0,2843.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,0,1,0,0
186046,41069,34,0,1,4328,4328.0,0.0,0.0,4328.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,1,0,0
186048,48158,52,1,0,2872,2872.0,0.0,0.0,2872.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0,0,0,1
186052,11594,49,1,0,10219,10219.0,0.0,0.0,5129.0,0.0,5090.0,0.0,1.0,2.0,0.0,5.0,0,0,0,1
186056,46741,62,1,0,1830,1830.0,0.0,0.0,1830.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,0,0,0,1
186060,18283,66,0,1,5180,5180.0,0.0,0.0,5180.0,0.0,0.0,787.0,2.0,9.0,0.0,5.0,0,1,0,0
186066,12822,58,0,1,5778,5778.0,0.0,0.0,5778.0,0.0,0.0,0.0,19.0,10.0,2.0,11.0,0,0,1,0
186078,43074,44,1,0,5155,5155.0,0.0,0.0,5155.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,1,0
186080,7456,40,1,0,3497,3497.0,0.0,0.0,3497.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1,0,0,0
186084,37832,33,1,0,673,673.0,0.0,0.0,673.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0,1,0,0
186087,7287,39,1,0,7628,7628.0,0.0,0.0,1606.0,1253.0,4769.0,0.0,6.0,5.0,3.0,0.0,0,1,0,0
186092,43682,51,1,0,2754,2754.0,0.0,0.0,2754.0,0.0,0.0,0.0,9.0,0.0,4.0,6.0,0,1,0,0
186098,40356,27,1,0,4033,4033.0,0.0,0.0,4033.0,0.0,0.0,1589.0,5.0,0.0,0.0,2.0,1,0,0,0
186101,26012,21,0,1,2245,1427.0,818.0,0.0,1427.0,0.0,0.0,818.0,7.0,0.0,4.0,5.0,1,0,0,0
186105,40829,38,1,0,5404,5404.0,0.0,0.0,4585.0,0.0,819.0,0.0,5.0,5.0,7.0,5.0,1,0,0,0
186110,34488,34,1,0,8556,8556.0,0.0,0.0,4148.0,0.0,4408.0,0.0,3.0,9.0,4.0,4.0,0,0,0,1
186117,34639,35,0,1,5043,5043.0,0.0,0.0,5043.0,0.0,0.0,0.0,11.0,7.0,0.0,1.0,1,0,0,0
186123,1728,18,1,0,6805,6805.0,0.0,0.0,2471.0,0.0,0.0,4334.0,5.0,4.0,3.0,0.0,0,1,0,0
186127,34538,41,1,0,2995,2995.0,0.0,0.0,1508.0,1487.0,0.0,0.0,5.0,9.0,11.0,6.0,0,0,0,1
186135,4586,59,1,0,2087,2087.0,0.0,0.0,2087.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0,1,0
186137,18340,44,1,0,4977,4977.0,0.0,0.0,4977.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,1,0,0,0
186141,8393,26,0,1,2003,2003.0,0.0,0.0,2003.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0,0,0,1
186144,30121,32,0,1,1185,1185.0,0.0,0.0,1185.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1,0,0,0
186147,17069,40,1,0,4696,4696.0,0.0,0.0,4696.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1,0,0,0
186149,17659,28,1,0,2600,2600.0,0.0,0.0,2600.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0,0,0,1
186153,12836,68,1,0,2213,2213.0,0.0,0.0,2213.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0,0,0,1
186158,21367,50,0,1,1277,1277.0,0.0,0.0,1277.0,0.0,0.0,1058.0,5.0,3.0,0.0,0.0,1,0,0,0
186161,8466,39,0,1,13570,8472.0,5098.0,0.0,4381.0,0.0,0.0,9189.0,3.0,8.0,3.0,0.0,0,1,0,0
186168,40409,42,1,0,3855,3855.0,0.0,0.0,3855.0,0.0,0.0,0.0,7.0,9.0,0.0,3.0,0,1,0,0
186175,17305,63,0,1,5144,5144.0,0.0,0.0,5144.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,0,0,0,1
186180,5251,69,0,1,1538,1538.0,0.0,0.0,1538.0,0.0,0.0,0.0,5.0,3.0,0.0,10.0,1,0,0,0
186186,16471,56,1,0,7564,3273.0,0.0,4291.0,665.0,2608.0,0.0,4291.0,1.0,5.0,5.0,5.0,0,1,0,0
186192,3145,58,0,1,7088,7088.0,0.0,0.0,7088.0,0.0,0.0,0.0,4.0,1.0,1.0,9.0,0,0,1,0
186197,48173,69,1,0,8178,5140.0,0.0,3038.0,5140.0,0.0,0.0,3038.0,9.0,3.0,0.0,1.0,0,1,0,0
186202,4118,37,1,0,258,258.0,0.0,0.0,258.0,0.0,0.0,0.0,9.0,6.0,8.0,2.0,0,1,0,0
186210,29960,44,1,0,4292,4292.0,0.0,0.0,4292.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0,1,0,0
186214,1691,68,1,0,4608,4608.0,0.0,0.0,4608.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0,1,0,0
186219,23602,48,0,1,2546,2546.0,0.0,0.0,2546.0,0.0,0.0,0.0,2.0,0.0,10.0,5.0,0,1,0,0
186223,38342,60,1,0,1194,1194.0,0.0,0.0,1194.0,0.0,0.0,1707.0,5.0,3.0,5.0,5.0,0,1,0,0
186230,45086,56,0,1,3114,3114.0,0.0,0.0,3114.0,0.0,0.0,0.0,7.0,0.0,3.0,5.0,0,1,0,0
186235,47972,44,0,1,3268,3268.0,0.0,0.0,3268.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,1,0,0
186237,48354,33,0,1,1081,1081.0,0.0,0.0,1081.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0,0,0,1
186241,41900,66,0,1,442,442.0,0.0,0.0,442.0,0.0,0.0,0.0,3.0,14.0,0.0,7.0,1,0,0,0
186248,27440,67,0,1,5300,5300.0,0.0,0.0,5300.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1,0,0,0
186251,32700,47,1,0,1292,1292.0,0.0,0.0,1292.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0,0,0,1
186255,15559,43,1,0,2536,2536.0,0.0,0.0,2536.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0,0,0,1
186259,39421,19,0,1,3756,3756.0,0.0,0.0,3756.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1,0,0,0
186263,40118,48,0,1,2343,2343.0,0.0,0.0,2343.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0,1,0,0
186268,31526,60,0,1,1123,1123.0,0.0,0.0,1123.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,0,0,0
186269,36506,29,0,1,4535,4535.0,0.0,0.0,3217.0,1318.0,0.0,0.0,5.0,5.0,4.0,4.0,0,1,0,0
186274,22308,58,0,1,4116,4116.0,0.0,0.0,4116.0,0.0,0.0,2785.0,0.0,8.0,4.0,9.0,0,1,0,0
186281,29559,60,0,1,4658,3476.0,1182.0,0.0,3476.0,0.0,0.0,1182.0,3.0,2.0,4.0,5.0,0,1,0,0
186285,33588,60,1,0,1618,1618.0,0.0,0.0,1618.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0,1,0,0
186288,413,58,0,1,1232,1232.0,0.0,0.0,1232.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0,1,0,0
186294,45244,23,1,0,1156,1156.0,0.0,0.0,1156.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,0,1,0,0
186300,9621,60,0,1,1226,1226.0,0.0,0.0,1226.0,0.0,0.0,1563.0,2.0,0.0,0.0,0.0,0,1,0,0
186302,5476,21,0,1,5431,4547.0,884.0,0.0,4547.0,0.0,0.0,5311.0,0.0,0.0,4.0,7.0,1,0,0,0
186306,35100,42,0,1,859,859.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,0,0,0,1
186312,13994,31,1,0,3213,1972.0,1241.0,0.0,1972.0,0.0,0.0,1241.0,5.0,13.0,7.0,0.0,0,0,0,1
186318,7369,58,0,1,10099,5451.0,4648.0,0.0,3726.0,0.0,0.0,6373.0,4.0,0.0,6.0,14.0,1,0,0,0
186327,25902,57,0,1,5309,2441.0,2868.0,0.0,2441.0,0.0,0.0,2868.0,0.0,1.0,4.0,3.0,0,1,0,0
186331,42615,26,0,1,2047,2047.0,0.0,0.0,2047.0,0.0,0.0,0.0,4.0,3.0,7.0,3.0,0,1,0,0
186336,28727,44,0,1,2210,2210.0,0.0,0.0,2210.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0,0,0
186338,9631,34,0,1,1681,1007.0,0.0,674.0,1007.0,0.0,0.0,2547.0,4.0,8.0,0.0,0.0,1,0,0,0
186341,47179,56,0,1,1272,1272.0,0.0,0.0,1272.0,0.0,0.0,0.0,10.0,9.0,0.0,5.0,0,1,0,0
186347,10583,22,1,0,4903,4903.0,0.0,0.0,4903.0,0.0,0.0,0.0,15.0,8.0,8.0,0.0,0,0,0,1
186356,48572,31,0,1,4577,4577.0,0.0,0.0,4577.0,0.0,0.0,4000.0,3.0,9.0,5.0,3.0,0,1,0,0
186364,28315,37,1,0,4733,2571.0,2162.0,0.0,2571.0,0.0,0.0,2162.0,7.0,4.0,5.0,0.0,0,1,0,0
186371,4141,31,1,0,3852,3852.0,0.0,0.0,3852.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0,0,1,0
186374,11664,21,1,0,4600,4600.0,0.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1
186375,8554,58,0,1,810,810.0,0.0,0.0,810.0,0.0,0.0,0.0,1.0,5.0,6.0,3.0,1,0,0,0
186380,2352,19,0,1,3106,2794.0,0.0,312.0,2794.0,0.0,0.0,312.0,0.0,11.0,8.0,0.0,0,0,0,1
186386,23152,42,1,0,4378,4378.0,0.0,0.0,4378.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1,0,0,0
186389,4191,63,1,0,651,651.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,8.0,5.0,9.0,0,1,0,0
186395,8463,40,1,0,5493,5493.0,0.0,0.0,339.0,0.0,0.0,5154.0,1.0,0.0,4.0,0.0,1,0,0,0
186398,30132,57,0,1,1516,1174.0,0.0,342.0,1174.0,0.0,0.0,5157.0,9.0,6.0,17.0,2.0,0,1,0,0
186408,27647,70,1,0,3385,721.0,2664.0,0.0,721.0,0.0,0.0,2664.0,6.0,4.0,1.0,5.0,0,0,0,1
186414,3918,47,1,0,2058,2058.0,0.0,0.0,2058.0,0.0,0.0,0.0,4.0,8.0,5.0,8.0,0,0,0,1
186420,43217,21,1,0,2782,2782.0,0.0,0.0,2782.0,0.0,0.0,0.0,1.0,8.0,2.0,2.0,0,1,0,0
186426,6446,46,1,0,4591,4591.0,0.0,0.0,4591.0,0.0,0.0,2977.0,6.0,0.0,9.0,9.0,0,0,0,1
186432,638,68,0,1,2579,2579.0,0.0,0.0,2579.0,0.0,0.0,0.0,2.0,4.0,6.0,14.0,0,1,0,0
186440,40537,23,1,0,9067,5043.0,4024.0,0.0,5043.0,0.0,0.0,4024.0,4.0,4.0,6.0,6.0,0,1,0,0
186447,45847,19,0,1,796,796.0,0.0,0.0,796.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0,1,0,0
186451,389,62,0,1,1857,1857.0,0.0,0.0,1857.0,0.0,0.0,0.0,8.0,11.0,1.0,0.0,0,0,1,0
186458,14200,36,1,0,943,943.0,0.0,0.0,943.0,0.0,0.0,0.0,7.0,8.0,3.0,8.0,0,1,0,0
186467,2564,28,0,1,4708,1191.0,2312.0,1205.0,1191.0,0.0,0.0,3517.0,0.0,11.0,0.0,0.0,1,0,0,0
186470,9901,25,0,1,1483,1483.0,0.0,0.0,1483.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0,1,0,0
186475,47621,30,0,1,7097,2496.0,0.0,4601.0,2496.0,0.0,0.0,4601.0,15.0,12.0,1.0,8.0,0,1,0,0
186486,9639,22,1,0,3657,3657.0,0.0,0.0,3657.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,0,1,0,0
186491,45810,49,0,1,8460,6078.0,2382.0,0.0,6078.0,0.0,0.0,2382.0,7.0,3.0,9.0,14.0,0,1,0,0
186501,45129,31,0,1,780,780.0,0.0,0.0,780.0,0.0,0.0,0.0,8.0,5.0,5.0,5.0,0,1,0,0
186506,16516,42,1,0,369,369.0,0.0,0.0,369.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,0,1,0,0
186511,8402,33,1,0,1196,1196.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0,1,0,0
186518,46800,54,1,0,5041,5041.0,0.0,0.0,5041.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,1,0,0,0
186523,22178,59,0,1,3816,3816.0,0.0,0.0,3816.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,0,1,0,0
186527,11969,63,0,1,3191,3191.0,0.0,0.0,3191.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1,0,0,0
186529,3456,67,1,0,958,958.0,0.0,0.0,958.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1,0,0,0
186533,41412,41,0,1,3406,3406.0,0.0,0.0,3406.0,0.0,0.0,0.0,5.0,11.0,2.0,3.0,0,0,1,0
186539,21609,25,0,1,4073,4073.0,0.0,0.0,4073.0,0.0,0.0,0.0,7.0,1.0,5.0,4.0,0,1,0,0
186545,32855,18,1,0,4809,4809.0,0.0,0.0,4809.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,1,0,0
186547,2751,64,0,1,1137,1137.0,0.0,0.0,1137.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0,1,0,0
186549,44020,37,0,1,545,545.0,0.0,0.0,545.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0,0,1,0
186553,773,19,0,1,814,814.0,0.0,0.0,814.0,0.0,0.0,0.0,4.0,1.0,5.0,3.0,0,1,0,0
186558,31554,68,0,1,3785,3785.0,0.0,0.0,3785.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1,0,0,0
186561,77,65,0,1,602,602.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0,1,0,0
186566,2447,61,1,0,697,697.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0,1,0,0
186568,44230,58,0,1,6582,2269.0,0.0,4313.0,773.0,0.0,0.0,5809.0,4.0,11.0,0.0,0.0,0,1,0,0
186573,1692,39,1,0,2804,2804.0,0.0,0.0,2804.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0,1,0,0
186576,20087,70,1,0,1024,1024.0,0.0,0.0,1024.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1,0,0,0
186579,1040,40,1,0,4255,4255.0,0.0,0.0,4255.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0,1,0,0
186583,17075,46,1,0,2440,2440.0,0.0,0.0,2440.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0,1,0,0
186585,45038,44,1,0,661,661.0,0.0,0.0,661.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0,0,0,1
186588,45777,32,1,0,4841,4841.0,0.0,0.0,4841.0,0.0,0.0,0.0,8.0,7.0,4.0,0.0,0,1,0,0
186593,1560,35,1,0,4137,1792.0,2345.0,0.0,1792.0,0.0,0.0,2345.0,3.0,0.0,4.0,0.0,1,0,0,0
